run,idx,name,opt,model_anneal,gap_pct
cvrp_full_mh_25-25-25-25,91,X-n837-k142,193.93093093093094,200.88916015625,3.58799351
cvrp_full_mh_25-25-25-25,92,X-n856-k95,89.05405405405405,90.09609985351562,1.17012730
cvrp_full_mh_25-25-25-25,93,X-n876-k59,99.49799599198397,101.40391540527344,1.91553548
cvrp_full_mh_25-25-25-25,94,X-n895-k37,53.913913913913916,55.79246520996094,3.48435341
cvrp_full_mh_25-25-25-25,95,X-n916-k207,329.179,342.2560729980469,3.97263282
cvrp_full_mh_25-25-25-25,96,X-n936-k151,132.9809619238477,137.07421875,3.07807732
cvrp_full_mh_25-25-25-25,97,X-n957-k87,85.465,93.66964721679688,9.60000844
cvrp_full_mh_25-25-25-25,98,X-n979-k58,118.976,121.58572387695312,2.19348766
cvrp_full_mh_25-25-25-25,99,X-n1001-k43,72.355,74.83015441894531,3.42084779
cvrp_full_mh_25-25-25-25,100,Leuven1,101.33893851812927,104.65433502197266,3.27159190
cvrp_full_mh_25-25-25-25,101,Leuven2,56.00553041729513,60.37232208251953,7.79707224
cvrp_full_mh_25-25-25-25,102,Antwerp1,238.87737737737737,245.31689453125,2.69574173
cvrp_full_mh_25-25-25-25,103,Antwerp2,145.7478739369685,156.9630126953125,7.69489012
cvrp_full_mh_25-25-25-25,104,Ghent1,236.18259557344064,243.02688598632812,2.89788094
cvrp_full_mh_25-25-25-25,105,Ghent2,129.13276553106212,142.46682739257812,10.32585480
cvrp_full_mh_25-25-25-25,106,Brussels1,253.1377396569122,264.9559326171875,4.66868076
cvrp_full_mh_25-25-25-25,107,Brussels2,173.25376128385156,193.0235595703125,11.41089125
cvrp_full_mh_25-25-25-25,108,Flanders1,271.55194659065336,280.4207458496094,3.26596785
cvrp_full_mh_25-25-25-25,109,Flanders2,162.93755588673622,178.86378479003906,9.77443709
cvrp_full_mh_50-20-15-15,0,X-n101-k25,27.982758620689655,28.44799041748047,1.66256588
cvrp_full_mh_50-20-15-15,1,X-n106-k14,26.362,26.747568130493164,1.46259059
cvrp_full_mh_50-20-15-15,2,X-n110-k13,14.971,15.156122207641602,1.23653869
cvrp_full_mh_50-20-15-15,3,X-n115-k10,12.927991886409737,12.963715553283691,0.27632804
cvrp_full_mh_50-20-15-15,4,X-n120-k6,13.439516129032258,13.951595306396484,3.81025010
cvrp_full_mh_50-20-15-15,5,X-n125-k30,56.156723963599596,58.39838790893555,3.99179971
cvrp_full_mh_50-20-15-15,6,X-n129-k18,28.997995991983966,29.98388671875,3.39985814
cvrp_full_mh_50-20-15-15,7,X-n134-k13,12.320541760722348,12.498271942138672,1.44255167
cvrp_full_mh_50-20-15-15,8,X-n139-k10,13.699596774193548,13.901671409606934,1.47504075
cvrp_full_mh_50-20-15-15,9,X-n143-k7,15.77889447236181,16.482194900512695,4.45722246
cvrp_full_mh_50-20-15-15,10,X-n148-k46,43.754279959718026,45.037818908691406,2.93351633
cvrp_full_mh_50-20-15-15,11,X-n153-k22,21.565040650406505,22.24422264099121,3.14945843
cvrp_full_mh_50-20-15-15,12,X-n157-k13,17.560874089490113,17.623645782470703,0.35745198
cvrp_full_mh_50-20-15-15,13,X-n162-k11,14.411824668705403,14.412413597106934,0.00408642
cvrp_full_mh_50-20-15-15,14,X-n167-k10,20.764646464646464,21.497556686401367,3.52960607
cvrp_full_mh_50-20-15-15,15,X-n172-k51,46.96910401647786,47.248783111572266,0.59545333
cvrp_full_mh_50-20-15-15,16,X-n176-k26,47.812,49.21120834350586,2.92647943
cvrp_full_mh_50-20-15-15,17,X-n181-k23,26.80188679245283,26.94536018371582,0.53531079
cvrp_full_mh_50-20-15-15,18,X-n186-k15,24.241967871485944,24.81379508972168,2.35883168
cvrp_full_mh_50-20-15-15,19,X-n190-k8,17.031093279839517,17.221864700317383,1.12013608
cvrp_full_mh_50-20-15-15,20,X-n195-k51,44.269269269269266,44.764015197753906,1.11758323
cvrp_full_mh_50-20-15-15,21,X-n200-k36,60.08,61.63544845581055,2.58896214
cvrp_full_mh_50-20-15-15,22,X-n204-k19,19.584584584584583,19.964256286621094,1.93862525
cvrp_full_mh_50-20-15-15,23,X-n209-k16,30.686686686686688,31.422807693481445,2.39882857
cvrp_full_mh_50-20-15-15,24,X-n214-k11,15.398581560283688,15.844111442565918,2.89331768
cvrp_full_mh_50-20-15-15,25,X-n219-k73,117.595,117.7317123413086,0.11625693
cvrp_full_mh_50-20-15-15,26,X-n223-k34,40.47747747747748,41.484493255615234,2.48784223
cvrp_full_mh_50-20-15-15,27,X-n228-k23,25.742,26.691543579101562,3.68869388
cvrp_full_mh_50-20-15-15,28,X-n233-k16,19.287863590772318,19.391216278076172,0.53584311
cvrp_full_mh_50-20-15-15,29,X-n237-k14,27.06906906906907,28.5244083404541,5.37639203
cvrp_full_mh_50-20-15-15,30,X-n242-k48,82.751,84.05973815917969,1.58153758
cvrp_full_mh_50-20-15-15,31,X-n247-k50,51.91364902506964,52.643985748291016,1.40682987
cvrp_full_mh_50-20-15-15,32,X-n251-k28,38.878391959798996,39.43854904174805,1.44079283
cvrp_full_mh_50-20-15-15,33,X-n256-k16,18.933668341708543,19.11707305908203,0.96866975
cvrp_full_mh_50-20-15-15,34,X-n261-k13,26.584584584584583,27.340831756591797,2.84468305
cvrp_full_mh_50-20-15-15,35,X-n266-k58,75.70511534603811,77.5129623413086,2.38801168
cvrp_full_mh_50-20-15-15,36,X-n270-k35,35.57560483870968,36.410133361816406,2.34578871
cvrp_full_mh_50-20-15-15,37,X-n275-k28,24.25228310502283,24.799495697021484,2.25633434
cvrp_full_mh_50-20-15-15,38,X-n280-k17,33.503,34.97620391845703,4.39722986
cvrp_full_mh_50-20-15-15,39,X-n284-k15,20.7021494370522,21.238426208496094,2.59044006
